Realm Name,Export Time,PMktPrice Date,Reserved,Item ID,Item Name,AH MarketPrice Coppers,AH Quantity,AH MarketPrice,AH MinimumPrice,14-day Median Market Price,Median Market Price StdDev,14-day Todays PMktPrice,PMktPrice StdDev,Daily Price Change,Avg Daily Posted,Avg Estimated Daily Sold,Estimated Demand
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1752,Linked Chain Shoulderpads,999999,1,99.9999,99.9999,100,39.14,105.48,35.93,0.0302,1.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1754,Reinforced Chain Belt,0,0,0,0,1,0.25,1.16,0.21,0.0542,0.64,0.07,0.1094
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1757,Reinforced Chain Cloak,0,0,0,0,1,0.65,0.06,0.12,-0.1827,0.36,0.21,0.5833
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1760,Reinforced Chain Shoulderpads,0,0,0,0,0.1,0,0.1,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1766,Canvas Cloak,0,0,0,0,3,0,4,0,0.2857,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1769,Canvas Shoulderpads,0,0,0,0,100,0,100,0,0,2.29,0.07,0.0306
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1774,Brocade Cloak,0,0,0,0,0.35,0,0.47,0,2.449,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1775,Brocade Gloves,0,0,0,0,1,0,1,0,0,0.21,0.07,0.3333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1777,Brocade Shoulderpads,600,1,0.06,0.06,100,46.5,0.75,13.87,-0.1534,1.07,0.07,0.0654
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1778,Brocade Vest,0,0,0,0,88,0,88,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1780,Cross-Stitched Sandals,0,0,0,0,100,0,100,0,0,0.29,0.07,0.2414
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1783,Cross-Stitched Gloves,0,0,0,0,100,0,100,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1789,Patched Leather Bracers,0,0,0,0,10,0,10,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1793,Patched Leather Shoulderpads,999999,1,99.9999,99.9999,100,63.02,73.88,48.99,0.0296,2.93,0.14,0.0478
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1797,Rawhide Bracers,0,0,0,0,14,0,14,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1798,Rawhide Cloak,0,0,0,0,0.04,0,0.05,0,21.4286,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1799,Rawhide Gloves,0,0,0,0,0.07,0,0.07,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1801,Rawhide Shoulderpads,999999,1,99.9999,99.9999,100,42.6,66.4,38.47,-0.0246,1.71,0.07,0.0409
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1802,Rawhide Tunic,0,0,0,0,0.9,0,0.9,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1806,Tough Cloak,0,0,0,0,100,80.83,133.33,13.73,0.753,0.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1810,Tough Leather Armor,0,0,0,0,100,0,100,0,0,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1815,Ornamental Mace,0,0,0,0,0.52,0,0.69,0,1.6484,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1818,Standard Claymore,0,0,0,0,50,0,50,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1819,Gouging Pick,0,0,0,0,50.05,55.84,0.08,19.3,-0.1787,0.5,0.07,0.14
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1820,Wooden Maul,0,0,0,0,0.15,0,0.15,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1822,Cedar Walking Stick,2200,2,0.22,0.22,499,432.29,104.12,382.83,-0.1098,2.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1823,Bludgeoning Cudgel,2200,1,0.22,0.22,1,0,1.33,0,0.8572,0.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1824,Shiny War Axe,0,0,0,0,30,0,30,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1826,Rock Maul,0,0,0,0,0.6,0,0.8,0,1.4286,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1827,Meat Cleaver,0,0,0,0,1,0.68,0.13,0.12,-0.1605,0.29,0.07,0.2414
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1828,Stone War Axe,0,0,0,0,5.5,5.26,0.38,2.8,-0.2067,0.57,0.14,0.2456
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1829,Short Cutlass,0,0,0,0,6,4.08,0.75,1.58,-0.3556,0.5,0.14,0.28
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1831,Oaken War Staff,19989999,1,1998.9999,1998.9999,999,453.97,513,347.53,-0.0382,1.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1925,Defias Rapier,249990000,1,24999,24999,24999,0,24999,0,0,1.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1927,Deadmines Cleaver,2499999,1,249.9999,249.9999,274.5,131.94,67.75,50.36,-0.1756,0.43,0.07,0.1628
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1930,Stonemason Cloak,0,0,0,0,39.5,24.82,22.37,22.9,-0.0741,1.29,0.14,0.1085
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1951,Blackwater Cutlass,0,0,0,0,9.75,31.57,26.16,28.95,0.0114,6.5,1.71,0.2631
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1958,Petrified Shinbone,4990000,1,499,499,77.9,103.58,15.39,44.11,-0.126,0.71,0.07,0.0986
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1973,Orb of Deception,3900000,6,390,390,798.99,269.8,300.73,115.15,-0.0798,10.64,0.57,0.0536
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1975,Pysan's Old Greatsword,2500000,1,250,250,291.08,41.08,245.89,0,-0.015,0.14,0.07,0.5
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1979,Wall of the Dead,14999999,2,1499.9999,1499.9999,1620.77,430.32,1182.16,357.11,-0.0209,2.5,0.14,0.056
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1980,Underworld Band,9980000,2,998,998,1750.25,493.76,1095.26,356.79,-0.035,2.14,0.29,0.1355
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1981,Icemail Jerkin,8301399,2,830.1399,830.1399,300,220.76,293.38,218.38,-0.024,3.64,0.36,0.0989
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1982,Nightblade,25830500,1,2583.05,2583.05,499.75,758.05,676.43,695.77,-0.0255,4.36,0.36,0.0826
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1988,Chief Brigadier Gauntlets,0,0,0,0,839.8,394.9,37.5,256.63,-0.1721,1.07,0.14,0.1308
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1990,Ballast Maul,0,0,0,0,9.99,4.09,6.81,3.14,-0.0089,1.86,0.21,0.1129
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,1994,Ebonclaw Reaver,2959899,2,295.9899,295.9899,479.79,311.5,500.73,282.6,0.0532,2.07,0.43,0.2077
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2011,Twisted Sabre,0,0,0,0,300,144.34,50,96.82,-0.1304,0.29,0.07,0.2414
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2034,Scholarly Robes,999999,6,99.9999,99.9999,354.9,234.96,166.2,222.88,-0.0697,9.07,0.5,0.0551
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2040,Troll Protector,1110000,5,111,111,299.99,267.65,75,202.74,-0.1157,6,0.14,0.0233
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2059,Sentry Cloak,490000,1,49,49,92.15,47,126.34,45.81,0.0345,2.21,0.14,0.0633
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2070,Darnassian Bleu,0,0,0,0,20000,0,20000,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2072,Dwarven Magestaff,700000,1,70,70,25,189.36,54.83,173.91,-0.0667,2.14,0.29,0.1355
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2073,Dwarven Hatchet,0,0,0,0,16,35.4,43.47,31.94,0.0478,4.07,0.29,0.0713
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2075,Heavy Mace,4989999,1,498.9999,498.9999,6.02,210.3,310.99,151.47,0.2544,2.93,0.5,0.1706
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2077,Magician Staff,501000,2,50.1,50.1,20,269.09,17.55,247.16,-0.1235,2.64,0.21,0.0795
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2078,Northern Shortsword,154121,1,15.4121,15.4121,15.41,17.85,5.22,10.6,-0.1289,2.64,0.5,0.1894
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2079,Sergeant's Warhammer,0,0,0,0,22.47,13.15,22.39,12.91,0.0373,1,0.36,0.36
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2080,Hillborne Axe,180000,1,18,18,22,52.58,101.52,41.88,0.1187,2.29,0.29,0.1266
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2098,Double-Barreled Shotgun,0,0,0,0,51.48,82.41,22.68,37.43,-0.156,1.71,0.07,0.0409
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2099,Dwarven Hand Cannon,990000,3,99,99,300,275.43,347.41,247.48,-0.0252,4.14,0.14,0.0338
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2100,Precisely Calibrated Boomstick,14225900,2,1422.59,1422.59,1378.57,511.49,1228.14,409.84,0.0188,3.93,0.57,0.145
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2138,Sharpened Letter Opener,0,0,0,0,5,0,5,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2140,Carving Knife,20000,2,2,2,28.71,193.44,67.42,187.03,-0.0412,2.86,0.57,0.1993
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2163,Shadowblade,9445300,1,944.53,944.53,899,254.59,830.37,208.34,0.0136,2.43,0.07,0.0288
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2164,Gut Ripper,3000000,2,300,300,532.49,203.7,537.97,210.57,-0.0038,5.93,0.57,0.0961
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2194,Diamond Hammer,2800000,1,280,280,295,80.4,365.35,63.31,0.0445,1.5,0.14,0.0933
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2208,Poniard,0,0,0,0,33,0,33,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2209,Kris,50000000,3,5000,5000,5000,0,5000,0,0,1.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2213,Worn Large Shield,0,0,0,0,3.5,0.61,5.33,0.41,0.2143,0.29,0.14,0.4828
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2214,Wooden Buckler,0,0,0,0,15,0,15,0,0,0.21,0.07,0.3333
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2217,Rectangular Shield,0,0,0,0,200,0,200,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2222,Tower Shield,0,0,0,0,55,50.31,133.33,14.45,0.3627,0.36,0.07,0.1944
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2236,Blackfang,0,0,0,0,82,5959.07,3854.38,6101.28,0.1118,0.57,0.14,0.2456
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2243,Hand of Edward the Odd,8499999,3,849.9999,849.9999,797,411.37,743.12,355.27,0.0336,3.86,0.5,0.1295
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2244,Krol Blade,34220400,1,3422.04,3422.04,3345.68,771.64,2654.05,649.32,-0.0128,3.14,0.29,0.0924
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2245,Helm of Narv,4987500,2,498.75,498.75,700.51,258.73,502.33,178.02,-0.0507,2.14,0.14,0.0654
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2246,Myrmidon's Signet,8184700,1,818.47,818.47,821,173.27,566.59,115.82,-0.0297,4.07,0.36,0.0885
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2251,Gooey Spider Leg,41314,2,4.1314,4.1314,2.5,1.36,2.46,1.42,-0.0038,15.29,4.07,0.2662
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2256,Skeletal Club,880000,2,88,88,99.8,49.59,74.77,28.15,-0.071,2.43,0.14,0.0576
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2276,Swampwalker Boots,0,0,0,0,2000,1002.3,2666.67,459.69,0.1398,0.71,0.07,0.0986
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2277,Necromancer Leggings,0,0,0,0,300,172.25,174.85,144.17,-0.0183,1.29,0.21,0.1628
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2278,Forest Tracker Epaulets,8000000,1,800,800,225,91.86,112.5,23.15,-0.1572,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2287,Haunch of Meat,0,0,0,0,0.75,0.28,0.37,0.1,-0.1119,2.5,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2289,Scroll of Strength II,200000,1,20,20,1.02,7.75,8.86,6.77,0.1533,1.07,0.14,0.1308
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2290,Scroll of Intellect II,0,0,0,0,0.03,0.42,0.01,0.39,-0.17,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2291,Kang the Decapitator,17940300,1,1794.03,1794.03,1499,665.13,1365.8,644.89,0.0098,3.14,0.29,0.0924
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2299,Burning War Axe,3000000,1,300,300,473.38,233.09,506.74,148.84,0.0933,1.5,0.07,0.0467
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2300,Embossed Leather Vest,0,0,0,0,8,0,8,0,0,0.57,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2302,Handstitched Leather Boots,0,0,0,0,0.5,0,0.5,0,0,1.36,0.36,0.2647
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2304,Light Armor Kit,175,128,0.0175,0.0175,0.34,0.17,0.2,0.16,-0.0323,154.64,1.86,0.012
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2308,Fine Leather Cloak,459000,1,45.9,45.9,45.9,18.81,42.36,17.66,0.0157,1.21,0.07,0.0579
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2310,Embossed Leather Cloak,199999,2,19.9999,19.9999,6,9.78,8.83,8.65,-0.0251,9,2.21,0.2456
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2312,Fine Leather Gloves,0,0,0,0,99.95,0.48,101.06,0.37,0.0012,0.36,0.07,0.1944
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2313,Medium Armor Kit,30000,13,3,3,0.4,1.42,2.18,0.97,0.1979,11,0.79,0.0718
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2314,Toughened Leather Armor,0,0,0,0,39.9,0,39.9,0,0,0.57,0.07,0.1228
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2315,Dark Leather Boots,44000,16,4.4,4.4,5.82,3.37,4.78,3.48,-0.0214,40.21,6.86,0.1706
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2316,Dark Leather Cloak,259999,1,25.9999,25.9999,12.1,7.31,10.72,7.57,-0.0094,16.36,0.36,0.022
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2317,Dark Leather Tunic,516597,3,51.6597,51.6597,51.66,0.57,51.26,0.52,-0.0004,5.86,0.07,0.0119
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2318,Light Leather,99995,485,9.9995,1.945,0.97,0.35,0.89,0.37,-0.01,3495.57,1304.14,0.3731
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2319,Medium Leather,0,0,0,0,1.84,0.84,1.38,0.71,-0.0471,2123.71,918.36,0.4324
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2320,Coarse Thread,20336,10,2.0336,2.0335,1.52,0.63,2.33,0.28,-0.9999,5.57,0.36,0.0646
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2321,Fine Thread,0,0,0,0,1.98,0.73,1.04,0.61,-0.0486,2.71,0.43,0.1587
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2397,Light Mail Gloves,0,0,0,0,5.03,0,5.03,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2406,Pattern: Fine Leather Boots,0,0,0,0,4.99,7.34,13.46,6.3,0.1282,3.36,0.43,0.128
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2407,Pattern: White Leather Jerkin,320,2,0.032,0.032,36.91,22.97,15.72,12.23,-0.1108,6.36,0.07,0.011
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2408,Pattern: Fine Leather Gloves,0,0,0,0,16.72,35.84,74.67,24.33,0.2192,1.43,0.14,0.0979
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2409,Pattern: Dark Leather Tunic,249999,2,24.9999,24.9999,27.96,58.5,82.53,53.47,0.1486,2.5,0.29,0.116
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2435,Embroidered Armor,0,0,0,0,1000,0,1000,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2437,Embroidered Pants,0,0,0,0,1000,0,1000,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2438,Embroidered Boots,0,0,0,0,1000,0,1000,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2440,Embroidered Gloves,0,0,0,0,556.67,0,556.67,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2447,Peacebloom,7500,438,0.75,0.4989,0.62,0.19,0.51,0.19,-0.0189,1000.29,479.29,0.4792
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2449,Earthroot,1775,993,0.1775,0.0695,0.37,0.2,0.12,0.16,-0.0862,1942.29,597.71,0.3077
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2450,Briarthorn,15000,112,1.5,1.1763,3.35,1.32,1.49,0.94,-0.0738,1231.5,646.71,0.5251
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2452,Swiftthistle,951,375,0.0951,0.0481,0.23,0.14,0.22,0.15,-0.0175,776.86,251.64,0.3239
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2453,Bruiseweed,4359,149,0.4359,0.1,0.25,0.14,0.31,0.14,0.0136,1115.29,450.36,0.4038
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2454,Elixir of Lion's Strength,0,0,0,0,0.36,0.14,0.19,0.13,-0.0541,75.29,8.5,0.1129
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2455,Minor Mana Potion,1841,5,0.1841,0.1841,0.21,0.09,0.25,0.06,0.0629,15.43,0.57,0.0369
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2456,Minor Rejuvenation Potion,0,0,0,0,0.04,0.21,0.12,0.19,-0.024,12.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2458,Elixir of Minor Fortitude,0,0,0,0,1,2.64,0.04,1.07,-0.3281,16.29,2,0.1228
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2459,Swiftness Potion,74995,236,7.4995,7.4995,8.95,0.67,8.58,0.67,-0.004,584.71,25.79,0.0441
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2535,War Staff,0,0,0,0,1000,0,1000,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2549,Staff of the Shade,0,0,0,0,1900,0,1900,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2553,Recipe: Elixir of Minor Agility,449000,1,44.9,44.9,60.4,27.97,29.22,16.78,-0.0781,1.71,0.21,0.1228
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2555,Recipe: Swiftness Potion,35000000,1,3500,3500,148.75,98.5,30,53.87,-0.1229,7.86,0.64,0.0814
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2564,Elven Spirit Claws,500000,6,50,50,40,266.08,295.38,244.06,0.217,5.21,0.21,0.0403
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2565,Rod of Molten Fire,0,0,0,0,19,0,25.33,0,0.0451,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2567,Evocator's Blade,0,0,0,0,150,96.75,90,55.09,-0.1396,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2568,Brown Linen Vest,0,0,0,0,1.5,1,2,0,0.1,0.79,0.07,0.0886
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2569,Linen Boots,0,0,0,0,15,0,20,0,0.0571,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2570,Linen Cloak,0,0,0,0,0.5,0,0.67,0,1.7143,0.71,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2572,Red Linen Robe,397500,1,39.75,39.75,10,12.23,32.82,7.63,0.1772,0.5,0.21,0.42
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2575,Red Linen Shirt,84040,7,8.404,8.404,8.55,4.02,4.51,3.53,-0.0481,24.79,0.21,0.0085
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2576,White Linen Shirt,94544,5,9.4544,9.4544,9.16,2.72,12.43,1.64,0.0578,6.14,0.5,0.0814
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2577,Blue Linen Shirt,189090,25,18.909,18.9089,18.91,7.98,17.08,5.75,0.0327,5.57,0.79,0.1418
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2579,Green Linen Shirt,257069,7,25.7069,25.7069,25.4,11.95,25.76,10.57,0.0365,7.21,0.43,0.0596
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2580,Reinforced Linen Cape,77737,1,7.7737,7.7737,6.47,4.51,6.85,4.69,0.026,9.29,2.5,0.2691
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2581,Heavy Linen Bandage,0,0,0,0,1,0,1,0,0,3.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2582,Green Woolen Vest,150000,1,15,15,2.94,6.78,15.26,3.92,0.2203,9.64,2.14,0.222
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2584,Woolen Cape,50000,1,5,5,0.5,0,0.67,0,1.7143,0.79,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2587,Gray Woolen Shirt,48444,6,4.8444,4.8444,23.04,6.45,14.47,4.95,-0.0385,5,1.29,0.258
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2589,Linen Cloth,5050,3240,0.505,0.2,0.4,0.06,0.37,0.07,-0.0078,7896.93,3210.14,0.4065
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2592,Wool Cloth,15152,1385,1.5152,0.9,0.75,0.19,0.57,0.17,-0.0331,7055.57,2440.57,0.3459
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2593,Flask of Port,9263024,4,926.3024,926.3024,662.79,282.46,971.02,106.97,1.1069,2,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2595,Jug of Bourbon,69990,40,6.999,6.999,7,0.03,7.01,0.02,0.0006,52,3.86,0.0742
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2596,Skin of Dwarven Stout,36940,80,3.694,3.694,3.7,0.06,3.69,0.05,-0.0015,80.57,8.79,0.1091
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2598,Pattern: Red Linen Robe,1327,2,0.1327,0.1327,0.2,0.23,0.1,0.16,-0.1013,10.5,0.5,0.0476
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,2601,Pattern: Gray Woolen Robe,1700000,2,170,170,96.53,57.71,156.99,42.25,0.1042,3.79,0.14,0.0369
